,lgdng_cd,ctpv_nm,ctgg_nm,adstrd_nm,adstrd_en_nm,lgdng_nm,adstrd_cd,admn_inst_cd
641,1162010100,서울특별시,관악구,청룡동,Cheongnyong-dong,봉천동,1121080.0,1162059500
642,1162010100,서울특별시,관악구,은천동,Euncheon-dong,봉천동,1121078.0,1162060500
643,1162010100,서울특별시,관악구,중앙동,Jungang-dong,봉천동,1121061.0,1162061500
644,1162010100,서울특별시,관악구,인헌동,Inheon-dong,봉천동,1121062.0,1162062500
645,1162010300,서울특별시,관악구,남현동,Namhyeon-dong,남현동,1121063.0,1162063000
646,1162010200,서울특별시,관악구,서원동,Sewon-dong,신림동,1121064.0,1162064500
647,1162010200,서울특별시,관악구,신원동,Sinwon-dong,신림동,1121065.0,1162065500
648,1162010200,서울특별시,관악구,서림동,Serim-dong,신림동,1121066.0,1162066500
649,1162010200,서울특별시,관악구,신사동,Sinsa-dong,신림동,1121068.0,1162068500
650,1162010200,서울특별시,관악구,신림동,Sillim-dong,신림동,1121069.0,1162069500
651,1162010200,서울특별시,관악구,난향동,Nanhyang-dong,신림동,1121071.0,1162071500
652,1162010200,서울특별시,관악구,조원동,Jowon-dong,신림동,1121072.0,1162072500
653,1162010200,서울특별시,관악구,대학동,Daehak-dong,신림동,1121073.0,1162073500
654,1162010200,서울특별시,관악구,삼성동,Samseong-dong,신림동,1121082.0,1162074500
655,1162010200,서울특별시,관악구,미성동,Miseong-dong,신림동,1121083.0,1162076500
656,1162010200,서울특별시,관악구,난곡동,Nangok-dong,신림동,1121081.0,1162077500
657,1165000000,서울특별시,서초구,서초구,Seocho-gu,서초구,11220.0,1165000000
658,1165010800,서울특별시,서초구,서초1동,Seocho 1(il)-dong,서초동,1122051.0,1165051000
659,1165010800,서울특별시,서초구,서초2동,Seocho 2(i)-dong,서초동,1122052.0,1165052000
660,1165010100,서울특별시,서초구,서초3동,Seocho 3(sam)-dong,방배동,1122053.0,1165053000
661,1165010800,서울특별시,서초구,서초3동,Seocho 3(sam)-dong,서초동,1122053.0,1165053000
662,1165010800,서울특별시,서초구,서초4동,Seocho 4(sa)-dong,서초동,1122054.0,1165053100
663,1165010600,서울특별시,서초구,잠원동,Jamwon-dong,잠원동,1122055.0,1165054000
664,1165010700,서울특별시,서초구,반포본동,Banpobon-dong,반포동,1122056.0,1165055000
665,1165010700,서울특별시,서초구,반포1동,Banpo 1(il)-dong,반포동,1122057.0,1165056000
666,1165010700,서울특별시,서초구,반포2동,Banpo 2(i)-dong,반포동,1122058.0,1165057000
667,1165010600,서울특별시,서초구,반포3동,Banpo 3(sam)-dong,잠원동,1122059.0,1165058000
668,1165010700,서울특별시,서초구,반포4동,Banpo 4(sa)-dong,반포동,1122060.0,1165058100
669,1165010100,서울특별시,서초구,방배본동,Bangbaebon-dong,방배동,1122061.0,1165059000
670,1165010100,서울특별시,서초구,방배1동,Bangbae 1(il)-dong,방배동,1122062.0,1165060000
671,1165010100,서울특별시,서초구,방배2동,Bangbae 2(i)-dong,방배동,1122063.0,1165061000
672,1165010100,서울특별시,서초구,방배3동,Bangbae 3(sam)-dong,방배동,1122064.0,1165062000
673,1165010100,서울특별시,서초구,방배4동,Bangbae 4(sa)-dong,방배동,1122065.0,1165062100
674,1165010200,서울특별시,서초구,양재1동,Yangjae 1(il)-dong,양재동,1122066.0,1165065100
675,1165010300,서울특별시,서초구,양재1동,Yangjae 1(il)-dong,우면동,1122066.0,1165065100
677,1165010200,서울특별시,서초구,양재2동,Yangjae 2(i)-dong,양재동,1122067.0,1165065200
678,1165010400,서울특별시,서초구,양재2동,Yangjae 2(i)-dong,원지동,1122067.0,1165065200
679,1165010900,서울특별시,서초구,내곡동,Naegok-dong,내곡동,1122068.0,1165066000
680,1165011000,서울특별시,서초구,내곡동,Naegok-dong,염곡동,1122068.0,1165066000
681,1165011100,서울특별시,서초구,내곡동,Naegok-dong,신원동,1122068.0,1165066000
682,1168000000,서울특별시,강남구,강남구,Gangnam-gu,강남구,11230.0,1168000000
683,1168010700,서울특별시,강남구,신사동,Sinsa-dong,신사동,1123051.0,1168051000
684,1168011000,서울특별시,강남구,신사동,Sinsa-dong,압구정동,1123051.0,1168051000
685,1168010800,서울특별시,강남구,논현1동,Nonhyeon 1(il)-dong,논현동,1123052.0,1168052100
686,1168010800,서울특별시,강남구,논현2동,Nonhyeon 2(i)-dong,논현동,1123053.0,1168053100
687,1168010700,서울특별시,강남구,압구정동,Apgujeong-dong,신사동,1123077.0,1168054500
688,1168011000,서울특별시,강남구,압구정동,Apgujeong-dong,압구정동,1123077.0,1168054500
689,1168010400,서울특별시,강남구,청담동,Cheongdam-dong,청담동,1123078.0,1168056500
690,1168010500,서울특별시,강남구,삼성1동,Samseong 1(il)-dong,삼성동,1123058.0,1168058000
691,1168010500,서울특별시,강남구,삼성2동,Samseong 2(i)-dong,삼성동,1123059.0,1168059000
692,1168010600,서울특별시,강남구,대치1동,Daechi 1(il)-dong,대치동,1123060.0,1168060000
693,1168010600,서울특별시,강남구,대치2동,Daechi 2(i)-dong,대치동,1123079.0,1168061000
694,1168010600,서울특별시,강남구,대치4동,Daechi 4(sa)-dong,대치동,1123063.0,1168063000
695,1168010100,서울특별시,강남구,역삼1동,Yeoksam 1(il)-dong,역삼동,1123064.0,1168064000
696,1168010100,서울특별시,강남구,역삼2동,Yeoksam 2(i)-dong,역삼동,1123065.0,1168065000
697,1168011800,서울특별시,강남구,도곡1동,Dogok 1(il)-dong,도곡동,1123066.0,1168065500
698,1168011800,서울특별시,강남구,도곡2동,Dogok 2(i)-dong,도곡동,1123067.0,1168065600
699,1168010300,서울특별시,강남구,개포1동,Gaepo 1(il)-dong,개포동,1123068.0,1168066000
700,1168010300,서울특별시,강남구,개포2동,Gaepo 2(i)-dong,개포동,1123080.0,1168067000
701,1168011400,서울특별시,강남구,개포2동,Gaepo 2(i)-dong,일원동,1123080.0,1168067000
702,1168010300,서울특별시,강남구,개포4동,Gaepo 4(sa)-dong,개포동,1123071.0,1168069000
703,1168011100,서울특별시,강남구,세곡동,Segok-dong,세곡동,1123076.0,1168070000
704,1168011200,서울특별시,강남구,세곡동,Segok-dong,자곡동,1123076.0,1168070000
705,1168011300,서울특별시,강남구,세곡동,Segok-dong,율현동,1123076.0,1168070000
706,1168011400,서울특별시,강남구,일원본동,Irwonbon-dong,일원동,1123072.0,1168072000
707,1168011500,서울특별시,강남구,일원본동,Irwonbon-dong,수서동,1123072.0,1168072000
708,1168011400,서울특별시,강남구,일원1동,Irwon 1(il)-dong,일원동,1123073.0,1168073000
709,1168011500,서울특별시,강남구,일원1동,Irwon 1(il)-dong,수서동,1123073.0,1168073000
710,1168010300,서울특별시,강남구,일원2동,Irwon 2(i)-dong,개포동,1123074.0,1168074000
711,1168010600,서울특별시,강남구,일원2동,Irwon 2(i)-dong,대치동,1123074.0,1168074000
712,1168011400,서울특별시,강남구,일원2동,Irwon 2(i)-dong,일원동,1123074.0,1168074000
713,1168011500,서울특별시,강남구,수서동,Suseo-dong,수서동,1123075.0,1168075000
714,1171000000,서울특별시,송파구,송파구,Songpa-gu,송파구,11240.0,1171000000
715,1171010300,서울특별시,송파구,풍납1동,Pungnap 1(il)-dong,풍납동,1124051.0,1171051000
716,1171010300,서울특별시,송파구,풍납2동,Pungnap 2(i)-dong,풍납동,1124052.0,1171052000
717,1171011300,서울특별시,송파구,거여1동,Geoyeo 1(il)-dong,거여동,1124053.0,1171053100
718,1171011300,서울특별시,송파구,거여2동,Geoyeo 2(i)-dong,거여동,1124054.0,1171053200
719,1171011400,서울특별시,송파구,마천1동,Macheon 1(il)-dong,마천동,1124055.0,1171054000
720,1171011400,서울특별시,송파구,마천2동,Macheon 2(i)-dong,마천동,1124056.0,1171055000
721,1171011100,서울특별시,송파구,방이1동,Bangi 1(il)-dong,방이동,1124057.0,1171056100
722,1171011100,서울특별시,송파구,방이2동,Bangi 2(i)-dong,방이동,1124058.0,1171056200
723,1171011100,서울특별시,송파구,오륜동,Oryun-dong,방이동,1124059.0,1171056600
724,1171011200,서울특별시,송파구,오금동,Ogeum-dong,오금동,1124060.0,1171057000
725,1171010400,서울특별시,송파구,송파1동,Songpa 1(il)-dong,송파동,1124061.0,1171058000
726,1171010400,서울특별시,송파구,송파2동,Songpa 2(i)-dong,송파동,1124062.0,1171059000
727,1171010500,서울특별시,송파구,석촌동,Seokchon-dong,석촌동,1124063.0,1171060000
728,1171010600,서울특별시,송파구,삼전동,Samjeon-dong,삼전동,1124064.0,1171061000
729,1171010700,서울특별시,송파구,가락본동,Garakbon-dong,가락동,1124065.0,1171062000
730,1171010700,서울특별시,송파구,가락1동,Garak 1(il)-dong,가락동,1124066.0,1171063100
731,1171010700,서울특별시,송파구,가락2동,Garak 2(i)-dong,가락동,1124067.0,1171063200
732,1171010800,서울특별시,송파구,문정1동,Munjeong 1(il)-dong,문정동,1124068.0,1171064100
733,1171010800,서울특별시,송파구,문정2동,Munjeong 2(i)-dong,문정동,1124069.0,1171064200
734,1171010900,서울특별시,송파구,문정2동,Munjeong 2(i)-dong,장지동,1124069.0,1171064200
735,1171010800,서울특별시,송파구,장지동,Jangji-dong,문정동,1124081.0,1171064600
736,1171010900,서울특별시,송파구,장지동,Jangji-dong,장지동,1124081.0,1171064600
737,1171010900,서울특별시,송파구,위례동,wirye-dong,장지동,1124082.0,1171064700
738,1171011300,서울특별시,송파구,위례동,wirye-dong,거여동,1124082.0,1171064700
739,1171010100,서울특별시,송파구,잠실본동,Jamsilbon-dong,잠실동,1124071.0,1171065000
740,1171010100,서울특별시,송파구,잠실2동,Jamsil 2(i)-dong,잠실동,1124079.0,1171067000
741,1171010100,서울특별시,송파구,잠실3동,Jamsil 3(sam)-dong,잠실동,1124080.0,1171068000
742,1171010200,서울특별시,송파구,잠실4동,Jamsil 4(sa)-dong,신천동,1124075.0,1171069000
743,1171010200,서울특별시,송파구,잠실6동,Jamsil 6(yuk)-dong,신천동,1124077.0,1171071000
744,1171010100,서울특별시,송파구,잠실7동,Jamsil 7(chil)-dong,잠실동,1124078.0,1171072000
745,1174000000,서울특별시,강동구,강동구,Gangdong-gu,강동구,11250.0,1174000000
746,1174010300,서울특별시,강동구,강일동,Gangil-dong,상일동,1125051.0,1174051500
747,1174011000,서울특별시,강동구,강일동,Gangil-dong,강일동,1125051.0,1174051500
748,1174010300,서울특별시,강동구,상일동,Sangil-dong,상일동,1125052.0,1174052000
749,1174010100,서울특별시,강동구,명일제1동,Myeongil 1(il)-dong,명일동,1125053.0,1174053000
750,1174010100,서울특별시,강동구,명일제2동,Myeongil 2(i)-dong,명일동,1125054.0,1174054000
751,1174010200,서울특별시,강동구,고덕제1동,Godeok 1(il)-dong,고덕동,1125055.0,1174055000
752,1174010200,서울특별시,강동구,고덕제2동,Godeok 2(i)-dong,고덕동,1125056.0,1174056000
753,1174010700,서울특별시,강동구,암사제1동,Amsa 1(il)-dong,암사동,1125072.0,1174057000
754,1174010700,서울특별시,강동구,암사제2동,Amsa 2(i)-dong,암사동,1125058.0,1174058000
755,1174010700,서울특별시,강동구,암사제3동,Amsa 3(sam)-dong,암사동,1125059.0,1174059000
756,1174010900,서울특별시,강동구,천호제1동,Cheonho 1(il)-dong,천호동,1125061.0,1174060000
757,1174010900,서울특별시,강동구,천호제2동,Cheonho 2(i)-dong,천호동,1125073.0,1174061000
758,1174010900,서울특별시,강동구,천호제3동,Cheonho 3(sam)-dong,천호동,1125063.0,1174062000
759,1174010800,서울특별시,강동구,성내제1동,Seongnae 1(il)-dong,성내동,1125065.0,1174064000
760,1174010800,서울특별시,강동구,성내제2동,Seongnae 2(i)-dong,성내동,1125066.0,1174065000
761,1174010800,서울특별시,강동구,성내제3동,Seongnae 3(sam)-dong,성내동,1125067.0,1174066000
762,1174010500,서울특별시,강동구,길동,Gil-dong,길동,1125074.0,1174068500
763,1174010600,서울특별시,강동구,둔촌제1동,Dunchon 1(il)-dong,둔촌동,1125070.0,1174069000
764,1174010600,서울특별시,강동구,둔촌제2동,Dunchon 2(i)-dong,둔촌동,1125071.0,1174070000
