dong,종사자수,기초생활수급자 인원_비율,65세 이상 인구 수_비율,단장기 외국인 체류자 수_비율,우체국 수_비율,편의점 수_비율,약국 24시간_비율,ATM 수_비율,응급실 수_비율,은행 수_합계_비율,인구 합계,면적(km^2),y1,y2,y3
동작구 사당2동,2440.7272727272725,0.03662272889,0.1927680798,0.03373616836,0.0,10.18181818,0.0,2.1818181819999998,0.0,1.0909090909999999,28070,2.75,3.1067272725475,0.12791278042345,0.041
관악구 보라매동,8627.631578947368,0.02022102987,0.1781452711,0.027053887539999998,0.0,25.0,0.0,2.631578947,0.0,2.631578947,24974,0.76,6.09078947340725,0.11342125136765,0.019
관악구 청림동,4616.666666666667,0.06771920667999999,0.1777792276,0.01118641321,0.0,23.33333333,0.0,6.666666667,0.0,6.666666667,15328,0.3,8.84999999970225,0.12725507031427502,0.014
관악구 신원동,4283.636363636363,0.04193651131,0.1723112857,0.07351445329,0.0,18.18181818,0.0,3.6363636360000005,0.0,1.8181818180000002,18838,0.55,5.377272726735001,0.12112244990167502,0.023
관악구 난향동,2357.5,0.04460654574,0.1753921632,0.01960938582,0.0,3.75,0.0,2.5,0.0,0.0,15491,0.8,2.01875,0.11908045234155001,0.059
관악구 난곡동,2554.166666666667,0.03538596235,0.1973953013,0.019562347849999998,0.0,22.91666667,0.0,1.041666667,0.0,1.041666667,27412,0.96,4.552864584132251,0.128984487413075,0.028
관악구 삼성동,984.2105263157894,0.08042019774,0.2497351695,0.01489715105,0.0,3.759398496,0.3759398496,1.5037593980000001,0.0,0.0,22656,2.66,1.4616541350205001,0.173909741894125,0.119
서초구 방배1동,23331.42857142857,0.01873755709,0.16945778190000002,0.0237130875,0.0,28.57142857,0.0,5.714285714,0.0,5.714285714,17078,0.7,8.9957142852645,0.10755159029485002,0.012
서초구 방배2동,9225.906735751296,0.01466498104,0.1778002528,0.027164513060000003,0.0,12.95336788,0.0,1.554404145,0.0,0.518134715,19775,1.93,3.10142487113375,0.11142286199795001,0.036
서초구 방배3동,5760.833333333334,0.02204990241,0.17761249140000002,0.021050071209999997,0.0,7.083333333,0.0,1.6666666669999999,0.0,1.25,18957,2.4,2.3385416667987498,0.11317782572022501,0.048
서초구 내곡동,697.7129337539432,0.033970753660000005,0.18329583800000002,0.02738235119,0.0,0.8675078864,0.0,0.1577287066,0.0,0.0,17780,12.68,0.23115141953875,0.12093945965562503,0.523
강남구 신사동,13867.724867724868,0.0444594346,0.1843380143,0.09263084565,0.0,22.22222222,0.0,7.407407407000001,0.0,7.936507937000001,16307,1.89,9.325132274632251,0.130668760626325,0.014
강남구 개포1동,688.9763779527559,0.01103855721,0.24891169149999998,0.0391979199,0.0,1.57480315,0.0,0.0,0.0,0.7874015748000001,6432,1.27,0.40944881896179997,0.15300405614925,0.374
강남구 수서동,12625.874125874128,0.08234505863,0.3081407035,0.023009866,0.6993006993,13.28671329,0.0,8.391608392,0.0,2.097902098,14925,1.43,7.350174825953725,0.20950002993250003,0.029
강남구 압구정동,11631.225296442688,0.08192897984,0.1935374661,0.04701902317,0.0,22.52964427,0.0,4.743083004,0.0,9.881422925,26584,2.53,8.253162055583,0.14425080684302502,0.017
송파구 거여2동,8603.773584905659,0.03211178487,0.1857632481,0.008915709802,0.0,20.75471698,0.0,1.8867924530000002,0.0,5.660377358,18965,0.53,5.55330188660775,0.120166599701075,0.022
송파구 마천2동,4759.550561797752,0.08137460651,0.2124344176,0.016662882780000002,0.0,12.35955056,0.0,4.494382022,0.0,4.494382022,19060,0.89,5.4117977521585,0.1524975352814,0.028
송파구 잠실7동,2140.0,0.004169272462,0.22232645399999998,0.02084423121,0.0,1.6666666669999999,0.0,3.333333333,0.0,6.666666667,9594,0.6,3.41666666659825,0.13357334905202498,0.039
송파구 잠실3동,6400.0,0.0007519449344999999,0.1641553634,0.03291916051,0.6711409396,12.75167785,0.0,2.684563758,0.0,6.040268456000001,34577,1.49,4.8125838919412,0.0994019292824375,0.021
강동구 천호1동,7509.859154929578,0.02095896455,0.18966024420000002,0.016580334730000004,0.0,29.57746479,0.0,9.85915493,0.0,2.816901408,27196,0.71,10.9320422538805,0.11949817599092503,0.011
강동구 천호3동,9460.759493670888,0.005820026862,0.172623489,0.03494629922,0.0,31.64556962,0.0,5.0632911389999995,0.0,5.0632911389999995,26804,0.79,9.012025316233249,0.10619298621039999,0.012
강동구 성내2동,10104.477611940298,0.06121192216,0.1778060596,0.059205115860000004,0.0,44.7761194,0.0,2.985074627,0.0,4.47761194,24358,0.67,9.89477611893025,0.12935757629515002,0.013
강동구 둔촌1동,307.6086956521739,1.917241379,0.2551724138,0.5434868678,0.0,4.347826087,0.0,0.0,0.0,0.0,145,0.92,0.7152173913115,0.8203171698012001,1.147
강동구 둔촌2동,9656.122448979593,0.03344468145,0.1651708456,0.023937754390000003,0.0,20.40816327,0.0,7.142857143,1.020408163,5.102040816000001,24847,0.98,8.336989796708249,0.10983677592477502,0.013
강동구 암사1동,5535.2941176470595,0.01864474739,0.1718409898,0.013077961159999998,0.0,31.37254902,0.0,1.960784314,0.0,1.960784314,34916,1.02,6.6348039218395005,0.10798860502095001,0.016
강동구 길동,9786.635944700462,0.04117532087,0.1708906118,0.02107129238,0.46082949310000004,27.64976959,0.0,3.225806452,0.46082949310000004,4.147465438,46047,2.17,7.187788019472574,0.11545306118670001,0.016
강동구 강일동,6280.714285714286,0.06027522936000001,0.1583180428,0.014793950559999998,0.3571428571,10.71428571,0.0,1.785714286,0.0,0.7142857143000001,32700,2.8,2.929999999454375,0.1137374523182,0.039
