dong,종사자수,기초생활수급자 인원_비율,65세 이상 인구 수_비율,단장기 외국인 체류자 수_비율,우체국 수_비율,편의점 수_비율,약국 24시간_비율,ATM 수_비율,응급실 수_비율,은행 수_합계_비율,인구 합계,면적(km^2),y1,y2,y3
금천구 독산3동,7065.217391304347,0.04333706203,0.1665283441,0.1218969059,0.0,23.91304348,0.0,5.434782609,0.0,5.434782609,27713,0.92,8.01929347877575,0.12241939824065,0.015
금천구 시흥2동,1594.4444444444446,0.06841074426,0.18881738480000002,0.009460683445,0.0,3.174603175,0.0,7.936507937000001,0.0,0.7936507937,21444,1.26,5.12420634955695,0.13380269787113752,0.026
금천구 시흥3동,9423.364485981308,0.1136363636,0.2136363636,0.02733419584,0.0,9.345794393,0.0,4.672897196,0.0,2.803738318,11000,1.07,4.6932242990435,0.1646212875574,0.035
금천구 시흥4동,2337.9310344827586,0.01731354642,0.1965372907,0.0334416298,0.0,13.79310345,0.0,1.1494252870000001,0.0,1.1494252870000001,21024,0.87,3.1330459770272503,0.12382216618955001,0.04
금천구 시흥5동,2561.8705035971225,0.06248426565,0.21947535370000001,0.027835319639999998,0.0,12.94964029,0.0,1.438848921,0.0,0.0,19861,1.39,2.93705036015575,0.15146527174980004,0.052
영등포구 여의동,19122.97619047619,0.04827935826,0.1841414684,0.08289706677,0.5952380952,13.21428571,0.11904761900000001,7.142857143,0.11904761900000001,7.976190476,33534,8.4,7.75211309457365,0.130943255993475,0.017
영등포구 신길1동,8000.0,0.01303976058,0.17764001710000002,0.1096365283,0.0,25.75757576,0.0,7.575757576,1.515151515,6.0606060610000005,18712,0.66,9.642803030913,0.11801698844390002,0.012
영등포구 신길3동,5586.538461538461,0.045101705480000004,0.1771205167,0.1036740975,0.0,21.15384615,0.0,5.769230769,0.0,13.46153846,17649,0.52,9.286057691251749,0.1276107208568,0.014
영등포구 신길4동,3844.736842105263,0.06137128864,0.1768441996,0.09743976064,0.0,18.42105263,0.0,2.631578947,0.0,2.631578947,13068,0.38,5.0085526310422495,0.13219077092940001,0.026
영등포구 신길6동,7544.615384615385,0.026918843189999996,0.1639647753,0.08336457435,0.0,24.61538462,0.0,4.615384615,0.0,4.615384615,19986,0.65,7.51884615431625,0.11220836500582501,0.015
영등포구 대림1동,9218.367346938776,0.012781603829999998,0.1840784405,0.2648777098,0.0,30.612244899999997,2.040816327,10.20408163,4.081632653,12.24489796,17134,0.49,13.096428570432497,0.1352928262055,0.01
영등포구 대림3동,10729.473684210529,0.01878745966,0.17358229600000002,0.3529678457,0.0,29.47368421,0.0,5.263157895,0.0,8.421052632,26028,0.95,9.408157894878249,0.13879662749225002,0.015
영등포구 영등포본동,5255.882352941177,0.03794178794,0.18005024260000002,0.1333110925,0.0,20.58823529,0.0,3.921568627,0.0,2.9411764710000003,23088,1.02,6.14754901875625,0.12959526895915002,0.021
영등포구 도림동,3342.6966292134834,0.08227911647000001,0.1673192771,0.1433686764,0.0,13.48314607,0.0,2.247191011,0.0,2.247191011,19920,0.89,3.90730337103425,0.13741822805690002,0.035
동작구 노량진2동,12154.6875,0.02149510389,0.2007005812,0.08167136072,0.0,29.6875,0.0,3.125,0.0,9.375,12561,0.64,8.4265625,0.13184304370105,0.016
동작구 상도3동,5795.0,0.022771919980000003,0.1776851221,0.02061116796,0.0,23.33333333,0.0,0.0,0.0,6.666666667,24943,0.6,5.111666666182,0.11341667530165,0.022
동작구 상도4동,4140.0,0.03382772979,0.1744382119,0.015890362140000003,0.0,18.66666667,0.0,6.666666667,0.0,2.666666667,29059,0.75,7.31833333413225,0.11469243014835001,0.016
동작구 사당3동,4382.608695652174,0.02960446494,0.17819299519999998,0.013147466229999998,0.0,15.2173913,0.0,1.086956522,0.0,1.086956522,24726,0.92,3.3203804342635,0.115282046085425,0.035
동작구 사당4동,5139.473684210527,0.03602976977,0.1852959588,0.0223158888,0.0,21.05263158,0.0,5.263157895,0.0,5.263157895,14377,0.38,7.41973684247625,0.12233839528145,0.016
동작구 흑석동,6145.2380952380945,0.01592661208,0.17014283149999998,0.1139435509,0.5952380952,16.07142857,0.0,4.166666667,0.5952380952,4.7619047619999995,33466,1.68,5.93928571425265,0.1149349803045,0.019
동작구 노량진1동,5198.734177215189,0.02415846472,0.1789515905,0.0219189708,0.6329113924,26.58227848,0.6329113924,4.430379747,0.0,2.53164557,32411,1.58,7.393354430377549,0.11472451880725,0.016
