자치구,행정동,인구 합계,면적(km^2),기초생활수급자 인원,65세 이상 인구 수,단장기 외국인 체류자 수,종사자수,신협 수,새마을금고 수,우체국,편의점 수,약국 24시간,ATM 수,응급실 수,은행 수,기초생활수급자 인원_비율,65세 이상 인구 수_비율,단장기 외국인 체류자 수_비율,새마을금고 수_비율,우체국_비율,편의점 수_비율,약국 24시간_비율,ATM 수_비율,응급실 수_비율,은행 수_비율
구로구,개봉3동,"20,648",0.81,622,"4,262",612.8733667,7391,0,0,0,9,0,7,0,2,0.03012398295,0.2064122433,0.02968197243,0,0,11.11111111,0,8.641975309,0,2.469135802
구로구,오류1동,"23,374",0.59,973,"3,994",1924.472971,4795,1,1,1,25,0,5,0,4,0.0416274493,0.1708736203,0.08233391679,1.694915254,1.694915254,42.37288136,0,8.474576271,0,6.779661017
구로구,수궁동,"23,940",2.67,778,"4,399",1008.628004,6199,0,0,0,23,0,4,0,1,0.03249791145,0.1837510443,0.04213149557,0,0,8.61423221,0,1.498127341,0,0.3745318352
구로구,가리봉동,"13,161",0.40,657,"2,087",5469.779988,3179,1,1,0,14,1,1,0,0,0.04992021883,0.1585745764,0.4156051963,2.5,0,35,2.5,2.5,0,0
구로구,구로2동,"31,369",1.76,"1,022","5,911",9120.439408,28133,0,2,0,30,0,11,1,11,0.03257993561,0.1884344416,0.2907468969,1.136363636,0,17.04545455,0,6.25,0.5681818182,6.25
구로구,개봉1동,"34,694",1.31,"1,482","6,394",1715.415167,5484,0,0,0,22,0,14,0,3,0.04271631982,0.1842969966,0.04944414501,0,0,16.79389313,0,10.6870229,0,2.290076336
구로구,오류2동,"38,892",3.20,"1,491","7,024",2519.241371,9157,1,1,0,34,0,5,0,1,0.03833693305,0.1806026946,0.06477531037,0.3125,0,10.625,0,1.5625,0,0.3125
금천구,가산동,"25,956",2.52,528,"2,664",5132.335967,170886,0,1,2,128,0,63,0,26,0.02034211743,0.1026352288,0.1977321608,0.3968253968,0.7936507937,50.79365079,0,25,0,10.31746032
금천구,독산1동,"46,113",2.09,667,"5,866",2688.448175,25241,0,1,0,47,0,10,0,6,0.01446446772,0.1272092469,0.05830130712,0.4784688995,0,22.48803828,0,4.784688995,0,2.870813397
금천구,독산2동,"20,275",0.60,"1,701","3,511",2139.324671,3514,0,1,0,17,0,3,0,1,0.08389642417,0.1731689273,0.1055153968,1.666666667,0,28.33333333,0,5,0,1.666666667
금천구,독산3동,"27,713",0.92,"1,201","4,615",3378.128954,6500,1,1,0,22,0,5,0,3,0.04333706203,0.1665283441,0.1218969059,1.086956522,0,23.91304348,0,5.434782609,0,3.260869565
금천구,독산4동,"16,876",0.59,989,"2,921",2053.081796,3130,1,0,1,13,0,3,0,2,0.05860393458,0.1730860393,0.1216568971,0,1.694915254,22.03389831,0,5.084745763,0,3.389830508
금천구,시흥1동,"34,625",1.71,806,"6,224",2244.070812,15728,1,1,2,39,0,11,1,7,0.02327797834,0.1797545126,0.06481070937,0.5847953216,1.169590643,22.80701754,0,6.432748538,0.5847953216,4.093567251
금천구,시흥2동,"21,444",1.26,"1,467","4,049",202.8748958,2009,0,1,0,4,0,10,0,0,0.06841074426,0.1888173848,0.009460683445,0.7936507937,0,3.174603175,0,7.936507937,0,0
금천구,시흥3동,"11,000",1.07,"1,250","2,350",300.6761542,10083,0,0,0,10,0,5,0,3,0.1136363636,0.2136363636,0.02733419584,0,0,9.345794393,0,4.672897196,0,2.803738318
금천구,시흥4동,"21,024",0.87,364,"4,132",703.076825,2034,0,0,0,12,0,1,0,1,0.01731354642,0.1965372907,0.0334416298,0,0,13.79310345,0,1.149425287,0,1.149425287
금천구,시흥5동,"19,861",1.39,"1,241","4,359",552.8372833,3561,0,0,0,18,0,2,0,0,0.06248426565,0.2194753537,0.02783531964,0,0,12.94964029,0,1.438848921,0,0
영등포구,여의동,"33,534",8.40,"1,619","6,175",2779.870237,160633,4,3,5,111,1,60,1,60,0.04827935826,0.1841414684,0.08289706677,0.3571428571,0.5952380952,13.21428571,0.119047619,7.142857143,0.119047619,7.142857143
영등포구,당산1동,"20,685",0.75,140,"3,392",938.7203542,19234,1,1,1,38,0,10,1,5,0.006768189509,0.163983563,0.04538169467,1.333333333,1.333333333,50.66666667,0,13.33333333,1.333333333,6.666666667
영등포구,당산2동,"37,853",1.55,510,"4,666",1253.636292,22947,0,0,0,44,0,7,0,4,0.01347317254,0.1232663197,0.03311854521,0,0,28.38709677,0,4.516129032,0,2.580645161
영등포구,양평1동,"18,393",0.88,250,"2,388",672.6376333,24084,0,0,0,24,0,11,1,3,0.01359212744,0.1298320013,0.03657030573,0,0,27.27272727,0,12.5,1.136363636,3.409090909
영등포구,양평2동,"22,564",3.00,286,"2,509",1076.692863,19921,0,0,1,37,0,10,0,5,0.01267505761,0.1111948236,0.04771728696,0,0.3333333333,12.33333333,0,3.333333333,0,1.666666667
영등포구,신길1동,"18,712",0.66,244,"3,324",2051.518717,5280,1,1,0,17,0,5,1,2,0.01303976058,0.1776400171,0.1096365283,1.515151515,0,25.75757576,0,7.575757576,1.515151515,3.03030303
영등포구,신길3동,"17,649",0.52,796,"3,126",1829.744146,2905,2,1,0,11,0,3,0,4,0.04510170548,0.1771205167,0.1036740975,1.923076923,0,21.15384615,0,5.769230769,0,7.692307692
영등포구,신길4동,"13,068",0.38,802,"2,311",1273.342792,1461,0,0,0,7,0,1,0,1,0.06137128864,0.1768441996,0.09743976064,0,0,18.42105263,0,2.631578947,0,2.631578947
영등포구,신길5동,"11,822",0.47,682,"2,037",962.164275,2563,0,0,1,9,0,2,0,0,0.05768905431,0.1723058704,0.08138760574,0,2.127659574,19.14893617,0,4.255319149,0,0
영등포구,신길6동,"19,986",0.65,538,"3,277",1666.124383,4904,1,1,0,16,0,3,0,1,0.02691884319,0.1639647753,0.08336457435,1.538461538,0,24.61538462,0,4.615384615,0,1.538461538
영등포구,신길7동,"20,145",0.64,460,"2,546",495.4548542,2932,1,0,1,19,0,3,0,1,0.02283445024,0.126383718,0.02459443307,0,1.5625,29.6875,0,4.6875,0,1.5625
영등포구,대림1동,"17,134",0.49,219,"3,154",4538.414679,4517,1,1,0,15,1,5,2,4,0.01278160383,0.1840784405,0.2648777098,2.040816327,0,30.6122449,2.040816327,10.20408163,4.081632653,8.163265306
영등포구,대림2동,"18,370",0.55,535,"3,082",12158.5301,4520,0,0,1,21,0,5,1,2,0.02912357104,0.1677735438,0.6618688133,0,1.818181818,38.18181818,0,9.090909091,1.818181818,3.636363636
영등포구,대림3동,"26,028",0.95,489,"4,518",9187.047087,10193,2,0,0,28,0,5,0,6,0.01878745966,0.173582296,0.3529678457,0,0,29.47368421,0,5.263157895,0,6.315789474
영등포구,영등포본동,"23,088",1.02,876,"4,157",3077.886504,5361,1,2,0,21,0,4,0,0,0.03794178794,0.1800502426,0.1333110925,1.960784314,0,20.58823529,0,3.921568627,0,0
영등포구,영등포동,"29,873",1.26,917,"3,430",2420.793137,34391,1,2,1,66,0,18,2,16,0.03069661567,0.1148194021,0.08103615763,1.587301587,0.7936507937,52.38095238,0,14.28571429,1.587301587,12.6984127
영등포구,도림동,"19,920",0.89,"1,639","3,333",2855.904033,2975,1,1,0,12,0,2,0,0,0.08227911647,0.1673192771,0.1433686764,1.123595506,0,13.48314607,0,2.247191011,0,0
영등포구,문래동,"32,990",1.49,694,"4,683",1297.917146,44657,0,1,1,44,0,19,0,8,0.02103667778,0.1419521067,0.03934274465,0.6711409396,0.6711409396,29.53020134,0,12.75167785,0,5.369127517
동작구,노량진2동,"12,561",0.64,270,"2,521",1025.873962,7779,1,2,0,19,0,2,0,3,0.02149510389,0.2007005812,0.08167136072,3.125,0,29.6875,0,3.125,0,4.6875
동작구,상도1동,"45,757",1.51,988,"7,024",2075.921258,8821,0,1,0,47,0,5,0,4,0.02159232467,0.1535065673,0.04536838643,0.6622516556,0,31.12582781,0,3.311258278,0,2.649006623
동작구,상도2동,"28,931",0.98,"1,190","4,411",528.4525708,5299,1,0,1,19,0,7,0,3,0.04113234938,0.1524662127,0.01826596284,0,1.020408163,19.3877551,0,7.142857143,0,3.06122449
동작구,상도3동,"24,943",0.60,568,"4,432",514.1043625,3477,1,1,0,14,0,0,0,2,0.02277191998,0.1776851221,0.02061116796,1.666666667,0,23.33333333,0,0,0,3.333333333
동작구,상도4동,"29,059",0.75,983,"5,069",461.7580333,3105,0,1,0,14,0,5,0,1,0.03382772979,0.1744382119,0.01589036214,1.333333333,0,18.66666667,0,6.666666667,0,1.333333333
동작구,사당1동,"23,462",0.79,"1,256","3,806",912.862375,9815,1,1,1,29,0,7,0,6,0.05353337311,0.1622197596,0.03890812271,1.265822785,1.265822785,36.70886076,0,8.860759494,0,7.594936709
동작구,사당3동,"24,726",0.92,732,"4,406",325.08425,4032,0,0,0,14,0,1,0,1,0.02960446494,0.1781929952,0.01314746623,0,0,15.2173913,0,1.086956522,0,1.086956522
동작구,사당4동,"14,377",0.38,518,"2,664",320.8355333,1953,0,1,0,8,0,2,0,1,0.03602976977,0.1852959588,0.0223158888,2.631578947,0,21.05263158,0,5.263157895,0,2.631578947
동작구,사당5동,"14,591",0.57,542,"2,307",209.9182458,1646,0,0,0,11,0,0,0,0,0.03714618601,0.1581111644,0.01438683064,0,0,19.29824561,0,0,0,0
동작구,대방동,"38,605",1.55,370,"5,799",1245.159021,11691,0,1,0,35,0,9,0,5,0.009584250745,0.1502137029,0.03225382777,0.6451612903,0,22.58064516,0,5.806451613,0,3.225806452
동작구,신대방1동,"25,089",0.62,"1,463","3,885",2170.333392,4210,0,1,0,12,0,6,0,1,0.05831240783,0.1548487385,0.08650537654,1.612903226,0,19.35483871,0,9.677419355,0,1.612903226
동작구,신대방2동,"20,074",1.03,549,"3,077",791.5963083,19081,0,0,1,30,0,7,1,7,0.02734880941,0.1532828534,0.03943390995,0,0.9708737864,29.12621359,0,6.796116505,0.9708737864,6.796116505
동작구,흑석동,"33,466",1.68,533,"5,694",3813.234875,10324,0,2,1,27,0,7,1,6,0.01592661208,0.1701428315,0.1139435509,1.19047619,0.5952380952,16.07142857,0,4.166666667,0.5952380952,3.571428571
동작구,노량진1동,"32,411",1.58,783,"5,800",710.4157625,8214,0,1,1,42,1,7,0,3,0.02415846472,0.1789515905,0.0219189708,0.6329113924,0.6329113924,26.58227848,0.6329113924,4.430379747,0,1.898734177
동작구,사당2동,"28,070",2.75,"1,028","5,411",946.9742458,6712,0,1,0,28,0,6,0,2,0.03662272889,0.1927680798,0.03373616836,0.3636363636,0,10.18181818,0,2.181818182,0,0.7272727273
관악구,보라매동,"24,974",0.76,505,"4,449",675.6437875,6557,0,1,0,19,0,2,0,1,0.02022102987,0.1781452711,0.02705388754,1.315789474,0,25,0,2.631578947,0,1.315789474
관악구,청림동,"15,328",0.30,"1,038","2,725",171.4653417,1385,0,1,0,7,0,2,0,1,0.06771920668,0.1777792276,0.01118641321,3.333333333,0,23.33333333,0,6.666666667,0,3.333333333
관악구,행운동,"29,492",0.72,584,"4,344",913.2292958,6845,2,0,1,30,0,4,1,3,0.0198019802,0.1472941815,0.03096532266,0,1.388888889,41.66666667,0,5.555555556,1.388888889,4.166666667
관악구,낙성대동,"17,516",2.27,974,"1,987",1823.451437,7867,0,0,1,28,0,5,0,3,0.05560630281,0.1134391414,0.104102046,0,0.4405286344,12.33480176,0,2.202643172,0,1.321585903
관악구,중앙동,"15,606",0.39,432,"2,350",848.8362958,5516,1,0,0,20,0,5,0,3,0.0276816609,0.1505831091,0.05439166319,0,0,51.28205128,0,12.82051282,0,7.692307692
관악구,인헌동,"26,223",1.08,523,"4,021",758.0515375,3578,0,1,0,20,0,3,0,5,0.01994432369,0.1533386722,0.02890788764,0.9259259259,0,18.51851852,0,2.777777778,0,4.62962963
관악구,남현동,"18,390",3.27,676,"2,762",753.1311167,4957,0,0,0,18,0,2,0,1,0.03675910821,0.1501903208,0.04095329618,0,0,5.504587156,0,0.6116207951,0,0.3058103976
관악구,서원동,"23,317",0.65,287,"3,320",1143.583329,7459,1,0,0,29,0,6,1,1,0.01230861603,0.1423853841,0.04904504563,0,0,44.61538462,0,9.230769231,1.538461538,1.538461538
관악구,신원동,"18,838",0.55,790,"3,246",1384.865271,2356,0,0,0,10,0,2,0,1,0.04193651131,0.1723112857,0.07351445329,0,0,18.18181818,0,3.636363636,0,1.818181818
관악구,서림동,"23,741",0.99,"1,024","3,493",2991.574829,3245,0,0,0,23,0,1,0,0,0.04313213428,0.1471294385,0.1260087961,0,0,23.23232323,0,1.01010101,0,0
관악구,신사동,"24,921",0.64,"1,061","3,576",855.6489083,4356,0,0,0,27,0,4,0,1,0.04257453553,0.1434934393,0.0343344532,0,0,42.1875,0,6.25,0,1.5625
관악구,신림동,"22,894",0.54,"1,083","1,951",1653.286067,6638,0,6,1,36,0,1,0,3,0.04730497073,0.08521883463,0.07221481904,11.11111111,1.851851852,66.66666667,0,1.851851852,0,5.555555556
관악구,난향동,"15,491",0.80,691,"2,717",303.7689958,1886,0,0,0,3,0,2,0,0,0.04460654574,0.1753921632,0.01960938582,0,0,3.75,0,2.5,0,0
관악구,조원동,"18,724",0.67,599,"2,871",3383.100775,7116,1,0,0,23,0,6,1,1,0.03199102756,0.1533326212,0.1806825879,0,0,34.32835821,0,8.955223881,1.492537313,1.492537313
관악구,대학동,"24,913",8.30,653,"3,002",1558.7028,15017,0,0,1,36,0,28,0,6,0.02621121503,0.1204993377,0.06256584113,0,0.1204819277,4.337349398,0,3.373493976,0,0.7228915663
관악구,은천동,"33,814",0.78,"1,077","5,881",1140.55325,6658,0,1,1,24,0,5,0,0,0.03185071272,0.1739220441,0.0337302079,1.282051282,1.282051282,30.76923077,0,6.41025641,0,0
관악구,성현동,"29,606",0.68,"1,547","5,349",386.9987292,2951,0,1,1,10,0,6,0,0,0.05225292171,0.1806728366,0.01307163174,1.470588235,1.470588235,14.70588235,0,8.823529412,0,0
관악구,청룡동,"36,458",1.18,"1,511","4,488",2353.470633,10350,0,1,0,45,0,7,0,6,0.04144495035,0.1231005541,0.06455292756,0.8474576271,0,38.13559322,0,5.93220339,0,5.084745763
관악구,난곡동,"27,412",0.96,970,"5,411",536.2430792,2452,0,0,0,22,0,1,0,1,0.03538596235,0.1973953013,0.01956234785,0,0,22.91666667,0,1.041666667,0,1.041666667
관악구,삼성동,"22,656",2.66,"1,822","5,658",337.5098542,2618,0,0,0,10,1,4,0,0,0.08042019774,0.2497351695,0.01489715105,0,0,3.759398496,0.3759398496,1.503759398,0,0
관악구,미성동,"31,258",1.38,"1,553","5,843",695.6411583,5522,0,0,1,22,0,5,0,3,0.04968328108,0.1869281464,0.02225481983,0,0.7246376812,15.94202899,0,3.623188406,0,2.173913043
서초구,서초1동,"20,806",1.42,"1,225","2,975",696.7603,32022,0,1,1,37,0,11,0,9,0.05887724695,0.1429875997,0.03348843122,0.7042253521,0.7042253521,26.05633803,0,7.746478873,0,6.338028169
서초구,서초2동,"25,919",1.24,322,"3,145",1464.838092,53003,0,0,0,46,0,16,0,22,0.0124233188,0.1213395579,0.05651599568,0,0,37.09677419,0,12.90322581,0,17.74193548
서초구,서초3동,"32,804",2.93,110,"4,758",1642.898238,81064,1,0,2,77,0,35,0,28,0.003353249604,0.1450432874,0.05008225332,0,0.6825938567,26.27986348,0,11.94539249,0,9.556313993
서초구,서초4동,"31,112",0.88,355,"4,236",2104.259267,28529,0,1,0,35,1,9,0,13,0.01141038827,0.1361532528,0.06763497258,1.136363636,0,39.77272727,1.136363636,10.22727273,0,14.77272727
서초구,잠원동,"26,995",1.76,54,"3,261",853.1368708,18054,0,1,0,25,0,6,0,7,0.002000370439,0.1208001482,0.03160351438,0.5681818182,0,14.20454545,0,3.409090909,0,3.977272727
서초구,반포본동,"5,761",1.01,247,857,149.0566167,2326,0,1,1,7,0,1,0,3,0.04287450095,0.148758896,0.02587339294,0.9900990099,0.9900990099,6.930693069,0,0.9900990099,0,2.97029703
서초구,반포1동,"34,559",1.00,40,"3,952",1192.754996,10255,0,0,0,25,0,4,0,6,0.001157440898,0.1143551607,0.03451358535,0,0,25,0,4,0,6
서초구,반포2동,"15,847",1.35,373,"1,952",477.3402583,2142,0,0,1,7,1,3,0,5,0.02353757809,0.1231778886,0.03012180591,0,0.7407407407,5.185185185,0.7407407407,2.222222222,0,3.703703704
서초구,반포3동,"22,229",1.28,5,"3,043",537.849575,7502,1,0,0,11,0,7,0,7,0.0002249313959,0.1368932476,0.02419585114,0,0,8.59375,0,5.46875,0,5.46875
서초구,반포4동,"19,735",1.43,33,"2,867",1805.903971,29877,2,0,0,43,0,15,1,13,0.001672156068,0.1452748923,0.09150767525,0,0,30.06993007,0,10.48951049,0.6993006993,9.090909091
서초구,방배본동,"21,032",0.67,92,"3,076",553.3201,10497,0,0,1,20,0,4,0,6,0.004374286801,0.1462533283,0.02630848707,0,1.492537313,29.85074627,0,5.970149254,0,8.955223881
서초구,방배1동,"17,078",0.70,320,"2,894",404.9721083,16332,0,0,0,20,0,4,0,4,0.01873755709,0.1694577819,0.0237130875,0,0,28.57142857,0,5.714285714,0,5.714285714
서초구,방배2동,"19,775",1.93,290,"3,516",537.1782458,17806,0,0,0,25,0,3,0,1,0.01466498104,0.1778002528,0.02716451306,0,0,12.95336788,0,1.554404145,0,0.518134715
서초구,방배3동,"18,957",2.40,418,"3,367",399.0462,13826,0,0,0,17,0,4,0,3,0.02204990241,0.1776124914,0.02105007121,0,0,7.083333333,0,1.666666667,0,1.25
서초구,방배4동,"23,753",0.98,258,"3,514",785.8696667,14635,0,0,0,22,0,5,0,9,0.01086178588,0.1479392077,0.03308506996,0,0,22.44897959,0,5.102040816,0,9.183673469
서초구,양재1동,"43,631",5.76,264,"6,896",1387.058125,44006,0,0,2,46,0,18,0,11,0.006050743737,0.1580527607,0.0317906563,0,0.3472222222,7.986111111,0,3.125,0,1.909722222
서초구,양재2동,"22,272",7.58,"2,135","2,925",1452.258317,48262,1,0,1,45,0,14,0,16,0.09586027299,0.131330819,0.0652055638,0,0.1319261214,5.936675462,0,1.846965699,0,2.110817942
서초구,내곡동,"17,780",12.68,604,"3,259",486.8582042,8847,0,0,0,11,0,2,0,0,0.03397075366,0.183295838,0.02738235119,0,0,0.8675078864,0,0.1577287066,0,0
강남구,신사동,"16,307",1.89,725,"3,006",1510.5312,26210,0,0,0,42,0,14,0,15,0.0444594346,0.1843380143,0.09263084565,0,0,22.22222222,0,7.407407407,0,7.936507937
강남구,논현1동,"23,065",1.25,200,"2,947",1866.055517,41829,0,0,0,76,0,13,0,15,0.008671146759,0.1277693475,0.08090420624,0,0,60.8,0,10.4,0,12
강남구,논현2동,"21,519",1.47,751,"3,169",1169.609821,62264,1,1,1,69,2,12,0,16,0.03489939124,0.1472652075,0.05435242442,0.6802721088,0.6802721088,46.93877551,1.360544218,8.163265306,0,10.88435374
강남구,삼성1동,"13,265",1.94,462,"2,141",1881.982562,63573,2,2,1,57,0,26,0,25,0.03482849604,0.1614021862,0.1418758057,1.030927835,0.5154639175,29.3814433,0,13.40206186,0,12.88659794
강남구,삼성2동,"29,817",1.24,143,"3,465",944.3874875,37531,1,0,2,51,0,4,0,10,0.00479592179,0.1162088741,0.03167278692,0,1.612903226,41.12903226,0,3.225806452,0,8.064516129
강남구,대치1동,"24,283",0.79,463,"2,472",379.1421708,6451,0,0,0,21,0,3,0,9,0.01906683688,0.1017996129,0.01561348148,0,0,26.58227848,0,3.797468354,0,11.39240506
강남구,대치4동,"20,275",0.73,19,"2,083",835.3200708,31920,0,2,0,59,0,4,0,13,0.0009371146732,0.1027373613,0.04119951027,2.739726027,0,80.82191781,0,5.479452055,0,17.80821918
강남구,역삼1동,"36,560",2.35,544,"3,668",3693.350946,155883,0,0,3,189,0,34,1,50,0.01487964989,0.1003282276,0.1010216342,0,1.276595745,80.42553191,0,14.46808511,0.4255319149,21.27659574
강남구,역삼2동,"36,379",1.15,874,"3,658",998.8793833,38437,0,0,1,54,1,15,0,12,0.0240248495,0.1005525166,0.02745758221,0,0.8695652174,46.95652174,0.8695652174,13.04347826,0,10.43478261
강남구,도곡1동,"21,673",1.02,520,"2,945",1192.232617,17066,1,0,0,27,0,7,0,9,0.02399298667,0.1358833572,0.05501004093,0,0,26.47058824,0,6.862745098,0,8.823529412
강남구,도곡2동,"33,417",1.02,145,"4,861",813.1063167,19895,0,0,0,26,0,9,0,22,0.004339108837,0.1454648831,0.02433211589,0,0,25.49019608,0,8.823529412,0,21.56862745
강남구,개포1동,"6,432",1.27,71,"1,601",252.1210208,875,0,0,0,2,0,0,0,1,0.01103855721,0.2489116915,0.0391979199,0,0,1.57480315,0,0,0,0.7874015748
강남구,개포4동,"23,893",1.49,152,"3,204",421.4563667,10524,1,0,0,29,0,4,0,4,0.006361695894,0.1340978529,0.01763932393,0,0,19.46308725,0,2.684563758,0,2.684563758
강남구,일원본동,"23,434",2.58,660,"3,032",310.279175,9755,0,0,1,13,0,11,1,6,0.02816420585,0.1293846548,0.01324055539,0,0.3875968992,5.03875969,0,4.263565891,0.3875968992,2.325581395
강남구,일원1동,"15,384",0.92,112,"3,274",385.0446708,6888,0,0,1,11,0,3,0,1,0.007280291212,0.2128185127,0.02502890476,0,1.086956522,11.95652174,0,3.260869565,0,1.086956522
강남구,일원2동,"17,717",1.24,"1,618","3,384",321.4880292,9506,0,0,1,8,0,5,0,3,0.09132471637,0.1910029915,0.01814573738,0,0.8064516129,6.451612903,0,4.032258065,0,2.419354839
강남구,수서동,"14,925",1.43,"1,229","4,599",343.42225,18055,0,0,1,19,0,12,0,3,0.08234505863,0.3081407035,0.023009866,0,0.6993006993,13.28671329,0,8.391608392,0,2.097902098
강남구,세곡동,"43,644",6.36,"3,236","6,441",669.512475,7062,0,1,0,22,0,7,0,1,0.0741453579,0.1475804234,0.01534030966,0.1572327044,0,3.459119497,0,1.100628931,0,0.1572327044
강남구,압구정동,"26,584",2.53,"2,178","5,145",1249.953712,29427,0,0,0,57,0,12,0,25,0.08192897984,0.1935374661,0.04701902317,0,0,22.52964427,0,4.743083004,0,9.881422925
강남구,청담동,"26,276",2.33,129,"3,747",1536.879658,38137,0,2,0,55,0,9,0,20,0.004909423048,0.1426016136,0.05848986368,0.8583690987,0,23.60515021,0,3.862660944,0,8.583690987
강남구,대치2동,"36,333",2.00,219,"4,857",828.7289,64496,0,0,1,49,0,17,0,24,0.006027578235,0.1336801255,0.02280926155,0,0.5,24.5,0,8.5,0,12
강남구,개포2동,"26,893",2.51,161,"3,523",610.8645833,3056,1,0,2,9,0,1,0,3,0.005986687986,0.1310006321,0.02271463144,0,0.796812749,3.585657371,0,0.3984063745,0,1.195219124
송파구,풍납1동,"13,673",0.77,169,"2,752",1270.410987,2489,0,1,1,8,0,3,0,0,0.0123601258,0.201272581,0.09291384385,1.298701299,1.298701299,10.38961039,0,3.896103896,0,0
송파구,풍납2동,"25,200",1.59,534,"3,767",524.5738333,16316,0,1,0,21,0,1,1,5,0.02119047619,0.149484127,0.02081642196,0.6289308176,0,13.20754717,0,0.6289308176,0.6289308176,3.144654088
송파구,거여1동,"12,732",0.51,556,"2,384",153.2548208,3649,0,0,1,12,0,1,0,0,0.04366949419,0.1872447377,0.01203697933,0,1.960784314,23.52941176,0,1.960784314,0,0
송파구,거여2동,"18,965",0.53,609,"3,523",169.0864364,4560,0,0,0,11,0,1,0,3,0.03211178487,0.1857632481,0.008915709802,0,0,20.75471698,0,1.886792453,0,5.660377358
송파구,마천1동,"19,240",0.58,792,"4,186",237.9187583,2411,0,0,1,14,0,0,0,0,0.04116424116,0.2175675676,0.01236583983,0,1.724137931,24.13793103,0,0,0,0
송파구,마천2동,"19,060",0.89,"1,551","4,049",317.5945458,4236,1,1,0,11,0,4,0,2,0.08137460651,0.2124344176,0.01666288278,1.123595506,0,12.35955056,0,4.494382022,0,2.247191011
송파구,방이1동,"15,888",0.50,"1,423","2,232",356.6659333,8454,0,0,0,19,0,3,0,2,0.08956445116,0.1404833837,0.02244876217,0,0,38,0,6,0,4
송파구,방이2동,"27,216",0.80,326,"3,516",1259.943683,19808,0,1,1,39,0,4,0,5,0.01197824809,0.1291887125,0.04629422704,1.25,1.25,48.75,0,5,0,6.25
송파구,오륜동,"18,087",3.17,759,"2,791",391.5966042,5724,0,0,1,15,0,8,0,6,0.04196384143,0.1543097252,0.02165072174,0,0.3154574132,4.731861199,0,2.523659306,0,1.892744479
송파구,오금동,"38,936",1.65,12,"6,338",519.8690958,16687,0,2,2,43,0,5,0,5,0.0003081980686,0.1627799466,0.01335188761,1.212121212,1.212121212,26.06060606,0,3.03030303,0,3.03030303
송파구,송파1동,"24,402",0.79,"1,523","3,432",835.9369875,14692,1,0,1,27,0,6,0,4,0.06241291697,0.1406442095,0.03425690466,0,1.265822785,34.17721519,0,7.594936709,0,5.063291139
송파구,송파2동,"19,388",0.53,539,"2,839",299.6092375,4149,1,0,0,16,0,1,0,1,0.02780070146,0.1464307819,0.01545333389,0,0,30.18867925,0,1.886792453,0,1.886792453
송파구,석촌동,"32,344",0.95,345,"4,506",1141.969112,15306,0,0,0,45,0,4,0,7,0.01066658422,0.1393148652,0.03530698466,0,0,47.36842105,0,4.210526316,0,7.368421053
송파구,삼전동,"30,921",0.95,991,"3,979",811.2969417,11418,0,0,1,34,0,4,0,2,0.03204941625,0.1286827722,0.02623773299,0,1.052631579,35.78947368,0,4.210526316,0,2.105263158
송파구,가락본동,"26,740",1.13,"1,052","3,755",955.7158417,25440,0,1,1,40,1,10,1,9,0.03934181002,0.1404263276,0.03574105616,0.8849557522,0.8849557522,35.39823009,0.8849557522,8.849557522,0.8849557522,7.96460177
송파구,가락1동,"27,406",1.34,629,"3,411",487.8067375,11391,1,1,0,10,0,2,0,8,0.02295117857,0.1244617967,0.01779926795,0.7462686567,0,7.462686567,0,1.492537313,0,5.970149254
송파구,가락2동,"32,662",0.96,98,"4,254",350.9892125,9763,0,0,0,20,0,7,0,6,0.003000428633,0.130243096,0.01074610289,0,0,20.83333333,0,7.291666667,0,6.25
송파구,문정1동,"20,339",0.56,557,"2,953",419.4661958,6194,1,0,0,16,0,0,0,1,0.02738581051,0.1451890457,0.02062373744,0,0,28.57142857,0,0,0,1.785714286
송파구,문정2동,"29,106",2.20,385,"3,928",734.952525,59850,0,0,2,63,0,10,0,12,0.01322751323,0.1349549921,0.02525089415,0,0.9090909091,28.63636364,0,4.545454545,0,5.454545455
송파구,잠실본동,"28,604",0.94,94,"3,748",1257.439729,19197,1,0,0,54,0,7,0,8,0.003286253671,0.1310306251,0.0439602758,0,0,57.44680851,0,7.446808511,0,8.510638298
송파구,잠실4동,"21,297",1.56,854,"2,783",376.812575,1696,0,0,0,6,0,5,0,3,0.04009954454,0.130675682,0.01769322322,0,0,3.846153846,0,3.205128205,0,1.923076923
송파구,잠실6동,"16,901",2.79,23,"2,793",1038.413925,49280,3,4,2,26,0,17,0,19,0.001360866221,0.1652564937,0.06144097539,1.433691756,0.7168458781,9.318996416,0,6.093189964,0,6.810035842
송파구,잠실7동,"9,594",0.60,40,"2,133",199.9795542,1284,0,0,0,1,0,2,0,4,0.004169272462,0.222326454,0.02084423121,0,0,1.666666667,0,3.333333333,0,6.666666667
송파구,잠실2동,"35,301",2.18,9,"3,607",464.1548667,4583,0,0,1,19,0,2,0,4,0.0002549502847,0.1021784085,0.0131484906,0,0.4587155963,8.71559633,0,0.9174311927,0,1.834862385
송파구,잠실3동,"34,577",1.49,26,"5,676",1138.245813,9536,0,0,1,19,0,4,0,9,0.0007519449345,0.1641553634,0.03291916051,0,0.6711409396,12.75167785,0,2.684563758,0,6.040268456
