,노선ID,노선명,정류소명,경도,위도,행정동,행정동코드,법정동,법정동코드,지번
0,100100124,17,청암자이아파트,126.9465175,37.53436261,원효로제2동,1117057000,청암동,1117011600,서울특별시 용산구 청암동 109
1,100100124,17,청암동강변삼성아파트,126.9493038,37.53396067,원효로제2동,1117057000,원효로4가,1117011800,서울특별시 용산구 원효로4가 164-1
2,100100124,17,청심경로당,126.9504486,37.53374391,원효로제2동,1117057000,원효로4가,1117011800,서울특별시 용산구 원효로4가 144-2
3,100100124,17,원효2동주민센터,126.9509044,37.53427841,원효로제2동,1117057000,산천동,1117011500,서울특별시 용산구 산천동 187-2
4,100100124,17,산천동,126.9539838,37.53542015,원효로제2동,1117057000,신창동,1117011400,서울특별시 용산구 신창동 56-74
5,100100124,17,신창동세방아파트,126.9550322,37.53574877,원효로제2동,1117057000,신창동,1117011400,서울특별시 용산구 신창동 56-37
6,100100124,17,남이장군사당,126.9579569,37.53670696,용문동,1117059000,용문동,1117012100,서울특별시 용산구 용문동 38-58
7,100100124,17,새마을금고,126.9595028,37.53712596,용문동,1117059000,용문동,1117012100,서울특별시 용산구 용문동 41-50
8,100100124,17,용문시장,126.9607349,37.53663042,용문동,1117059000,용문동,1117012100,서울특별시 용산구 용문동 25-13
9,100100124,17,용산전자상가입구,126.9620434,37.53448282,원효로제1동,1117056000,신계동,1117012300,서울특별시 용산구 신계동 40-6
10,100100124,17,신용산.지하차도,126.9639003,37.53265728,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 13-6
11,100100124,17,용산역,126.966155,37.529349,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로2가 420-5
12,100100124,17,용산푸르지오써밋,126.9645186,37.52719349,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 40-976
13,100100124,17,한강대교북단,126.9640057,37.52525009,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 40-678
14,100100124,17,서부이촌동입구,126.959676,37.52369726,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 40-941
15,100100124,17,이촌2동대림아파트.새남터성지,126.9562789,37.52614827,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 이촌동 1-38
16,100100124,17,이촌2동주민센터,126.9550134,37.5277168,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 한강로3가 37-2
17,100100124,17,성촌공원.포르쉐센터용산,126.9545558,37.53017356,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 한강로3가 32-3
18,100100124,17,이촌119안전센터.성촌공원,126.9530396,37.53016859,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 이촌동 212-3
19,100100124,17,원효2동산호아파트후문,126.9495515,37.53244309,원효로제2동,,,,서울특별시 용산구 원효로4가 118-17
21,100100124,17,원효2동산호아파트,126.9505884,37.53308033,원효로제2동,1117057000,원효로4가,1117011800,서울특별시 용산구 원효로4가 140-1
22,100100124,17,원효로풍전아파트,126.9535517,37.53224079,원효로제2동,1117057000,원효로4가,1117011800,서울특별시 용산구 원효로4가 113-33
23,100100124,17,성촌공원.포르쉐센터용산,126.9544434,37.52974286,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 이촌동 212-23
24,100100124,17,이촌2동주민센터,126.9547629,37.5279692,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 이촌동 209-5
25,100100124,17,이촌2동대림아파트.새남터성지,126.9562314,37.52606895,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 이촌동 203-6
26,100100124,17,이촌2동강변아파트,126.9598438,37.5235147,이촌제2동,1117064000,이촌동,1117012900,서울특별시 용산구 이촌동 193-1
27,100100124,17,한강대교북단.LG유플러스,126.9631731,37.52410097,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 65-522
28,100100124,17,신용산역,126.9661444,37.52728043,한강로동,1117062500,한강로2가,1117012500,서울특별시 용산구 한강로2가 357-3
29,100100124,17,신용산역,126.9676302,37.52998618,한강로동,1117062500,한강로2가,1117012500,서울특별시 용산구 한강로2가 422-1
30,100100124,17,신용산.지하차도,126.9639418,37.53272986,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 5-4
31,100100124,17,용산전자상가입구,126.9621315,37.53453477,원효로제1동,1117056000,신계동,1117012300,서울특별시 용산구 신계동 34-1
32,100100124,17,용문시장,126.9612722,37.53594669,원효로제1동,1117056000,원효로2가,1117011300,서울특별시 용산구 원효로2가 83-4
33,100100124,17,새마을금고,126.9593911,37.5372318,용문동,1117059000,용문동,1117012100,서울특별시 용산구 용문동 41-36
34,100100124,17,남이장군사당,126.958255,37.53686593,용문동,1117059000,용문동,1117012100,서울특별시 용산구 용문동 38-191
35,100100124,17,신창동세방아파트,126.9549545,37.53581692,원효로제2동,1117057000,신창동,1117011400,서울특별시 용산구 신창동 56-7
36,100100124,17,산천동,126.953802,37.53548524,원효로제2동,1117057000,신창동,1117011400,서울특별시 용산구 신창동 56-40
37,100100124,17,산천동리버힐삼성아파트,126.9511868,37.53450744,원효로제2동,1117057000,산천동,1117011500,서울특별시 용산구 산천동 79-3
38,100100124,17,삼성테마트,126.9503602,37.53375478,원효로제2동,1117057000,원효로4가,1117011800,서울특별시 용산구 원효로4가 181
39,100100124,17,청암동강변삼성아파트,126.9482437,37.53459735,원효로제2동,1117057000,청암동,1117011600,서울특별시 용산구 청암동 53-3
40,100100001,2,남산서울타워,126.9904431,37.5511572,필동,1114057000,용산동2가,1117010200,서울특별시 용산구 용산동2가 1-1
41,100100001,2,남산도서관,126.981555,37.55224263,후암동,1117051000,후암동,1117010100,서울특별시 용산구 후암동 30-84
42,100100001,2,교육연구정보원,126.9802378,37.5545554,회현동,,,,서울특별시 중구 회현동1가 100-236
43,100100001,2,남산케이블카.남산산책로입구,126.9838859,37.55528501,회현동,1114054000,회현동1가,1114012100,서울특별시 중구 회현동1가 1-31
44,100100001,2,서울애니메이션센터숭의여대,126.987406,37.55862038,명동,1114055000,남산동2가,1114012900,서울특별시 중구 예장동 8-146
45,100100001,2,퇴계로3가.한옥마을.한국의집,126.9924905,37.56098999,필동,1114057000,필동1가,1114013700,서울특별시 중구 필동1가 37-3
46,100100001,2,충무로역2번출구.대한극장앞,126.994883,37.56131968,필동,1114057000,필동2가,1114013800,서울특별시 중구 필동2가 14-3
47,100100001,2,퇴계로5가.제일병원,126.99993,37.56248011,필동,1114057000,묵정동,1114013600,서울특별시 중구 묵정동 32-1
48,100100001,2,앰배서더호텔.장충문화체육센터,127.002722,37.56018141,장충동,1114058000,장충동2가,1114014400,서울특별시 중구 장충동2가 186-169
49,100100001,2,동대입구역.장충동,127.005433,37.55811924,장충동,1114058000,장충동2가,1114014400,서울특별시 중구 장충동2가 198-7
50,100100001,2,국립극장.반얀트리호텔,127.0010414,37.55161565,장충동,1114058000,장충동2가,1114014400,서울특별시 중구 장충동2가 14-55
51,100100001,2,남산북측순환로입구,126.9988082,37.55069541,장충동,,,,서울특별시 중구 장충동2가 14-58
66,100100002,3,백범광장,126.9801102,37.5556147,회현동,1114054000,회현동1가,1114012100,서울특별시 중구 회현동1가 100-212
67,100100002,3,후암삼거리,126.976073,37.55332913,남영동,1117053000,동자동,1117010700,서울특별시 중구 남대문로5가 817
68,100100002,3,남대문경찰서,126.9736348,37.55381915,회현동,1114054000,남대문로5가,1114011800,서울특별시 중구 남대문로5가 581-3
69,100100002,3,서울스퀘어앞,126.9727847,37.5553185,회현동,1114054000,남대문로5가,1114011800,서울특별시 중구 봉래동2가 125
70,100100002,3,남대문시장.회현역,126.9783475,37.55855865,회현동,1114054000,남창동,1114011200,서울특별시 중구 남창동 123-1
71,100100002,3,남산3호터널,126.9828004,37.55848656,회현동,1114054000,회현동1가,1114012100,서울특별시 중구 회현동2가 63-9
72,100100002,3,용산한신아파트,126.9871848,37.53978771,이태원제2동,1117066000,이태원동,1117013000,서울특별시 용산구 용산동2가 47-17
73,100100002,3,해방촌,126.9865965,37.53770971,이태원제2동,1117066000,이태원동,1117013000,서울특별시 용산구 이태원동 585
74,100100002,3,용산구청.이태원시장,126.989895,37.53417373,이태원제1동,1117065000,이태원동,1117013000,서울특별시 용산구 이태원동 57-6
75,100100002,3,이태원역4번출구.해밀턴호텔,126.9931455,37.53436847,이태원제1동,1117065000,이태원동,1117013000,서울특별시 용산구 이태원동 128-9
76,100100002,3,이태원119안전센터,126.9971891,37.5346195,한남동,1117068500,한남동,1117013100,서울특별시 용산구 한남동 736-11
77,100100002,3,한남동주민센터,127.0004699,37.53678128,한남동,1117068500,한남동,1117013100,서울특별시 용산구 한남동 738-25
78,100100002,3,한강진역.블루스퀘어,127.0018625,37.54089014,한남동,1117068500,한남동,1117013100,서울특별시 용산구 한남동 726-494
79,100100002,3,버티고개,127.0057824,37.54769596,다산동,1114062500,신당동,1114016200,서울특별시 중구 신당동 24-191
80,100100002,3,송도병원앞,127.0076565,37.55027259,약수동,1114063500,신당동,1114016200,서울특별시 중구 신당동 366-102
81,100100002,3,약수역7번출구.약수동주민센터,127.0092201,37.55293541,약수동,1114063500,신당동,1114016200,서울특별시 중구 신당동 366-45
82,100100002,3,약수역1번출구,127.009602,37.55637304,다산동,1114062500,신당동,1114016200,서울특별시 중구 신당동 421-39
89,100100003,5,힐튼호텔,126.9766711,37.55643115,회현동,1114054000,남창동,1114011200,서울특별시 중구 남창동 216-2
90,100100003,5,남대문시장악세사리전문상가,126.9759992,37.55857317,회현동,1114054000,남창동,1114011200,서울특별시 중구 남창동 52-7
91,100100003,5,남대문시장,126.9800196,37.56132894,회현동,1114054000,회현동1가,1114012100,서울특별시 중구 회현동1가 202-216
92,100100003,5,명동입구,126.9852258,37.56076734,명동,1114055000,남산동1가,1114012800,서울특별시 중구 충무로2가 110-4
96,100100003,5,퇴계로6가,127.0039276,37.56342726,광희동,1114059000,쌍림동,1114014700,서울특별시 중구 쌍림동 148-2
97,100100003,5,광희문.광희동사거리,127.0094022,37.56446506,광희동,1114059000,광희동2가,1114014600,서울특별시 중구 광희동2가 82-1
98,100100003,5,충무아트센터.스포츠센터.중부소방서,127.0147221,37.56512145,신당동,1114061500,신당동,1114016200,서울특별시 중구 신당동 247-2
99,100100003,5,신당동떡볶이타운.중구여성플라자,127.015142,37.56274933,신당동,1114061500,신당동,1114016200,서울특별시 중구 신당동 292-8
100,100100003,5,신당동.청구역,127.0130812,37.55923872,다산동,1114062500,신당동,1114016200,서울특별시 중구 신당동 309-48
101,100100003,5,약수역2번출구.중구구립도서관,127.0111792,37.55596961,다산동,1114062500,신당동,1114016200,서울특별시 중구 신당동 374-24
105,100100549,100,한성여객종점,127.0700074,37.63811656,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 284-3
106,100100549,100,노원평생학습관,127.0689532,37.6392981,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 하계동 207-1
107,100100549,100,서울시립북서울미술관,127.066285,37.64055534,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 507-1
108,100100549,100,중계역,127.0651977,37.64293696,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 503-3
109,100100549,100,중계역2번출구,127.0648651,37.64579482,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 513
110,100100549,100,중계3단지목련아파트,127.0679032,37.64754253,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 514-6
111,100100549,100,목련아파트상가,127.0700462,37.64689022,중계1동,1135062100,중계동,1135010600,서울특별시 노원구 중계동 517
112,100100549,100,중계목화아파트4단지,127.0715163,37.64356615,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 288-6
113,100100549,100,노원경찰서,127.072313,37.64182535,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 250-1
114,100100549,100,하계1동주민센터,127.0729635,37.64047446,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 251-3
115,100100549,100,골마을근린공원,127.0744265,37.63834516,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 252-8
116,100100549,100,하계역,127.0695595,37.63677871,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 284-2
117,100100549,100,하계우성아파트,127.066903,37.63515524,하계2동**,1135061200,하계동,1135010400,서울특별시 노원구 하계동 270-3
118,100100549,100,하계극동아파트,127.064784,37.63383842,하계2동,1135061200,하계동,1135010400,서울특별시 노원구 하계동 271-7
119,100100549,100,월계헬스케어센터,127.0616454,37.63190225,월계3동,1135058000,월계동,1135010200,서울특별시 노원구 월계동 250-20
120,100100549,100,인덕대학,127.0553104,37.62794844,월계1동,1135056000,월계동,1135010200,서울특별시 노원구 월계동 576-1
121,100100549,100,월계주공108동앞롯데캐슬루나아파트,127.0525764,37.62620509,월계1동,1135056000,월계동,1135010200,서울특별시 노원구 월계동 547-43
122,100100549,100,오현초등학교,127.0481201,37.6233207,번3동,1130560800,번동,1130510200,서울특별시 성북구 장위동 311-23
123,100100549,100,꿈의숲주차장입구,127.0454331,37.62082409,번3동,1130560800,번동,1130510200,서울특별시 성북구 장위동 311-8
124,100100549,100,북서울꿈의숲,127.0443517,37.61911035,장위제1동,1129076000,장위동,1129013800,서울특별시 성북구 장위동 310-18
125,100100549,100,송중동한일유엔아이,127.0380711,37.61368248,송중동,1130554500,미아동,1130510100,서울특별시 성북구 장위동 231-204
126,100100549,100,창문여고앞,127.0360802,37.61214984,월곡제1동,1129071500,미아동,1130510100,서울특별시 성북구 하월곡동 2-77
127,100100549,100,숭곡초등학교입구,127.0321633,37.61006595,송중동,1130554500,미아동,1130510100,서울특별시 성북구 하월곡동 152-15
128,100100549,100,월곡뉴타운,127.028232,37.60688977,길음제2동,1129068500,하월곡동,1129013600,서울특별시 성북구 길음동 515
129,100100549,100,길음뉴타운,127.0241845,37.60360938,길음제1동,1129066000,길음동,1129013400,서울특별시 성북구 길음동 534-142
130,100100549,100,미아리고개.미아리예술극장,127.0216801,37.5988125,돈암제1동,1129058000,돈암동,1129010300,서울특별시 성북구 돈암동 48-59
131,100100549,100,돈암사거리.성신여대입구,127.018087,37.59377511,동선동,1129057500,동선동4가,1129011900,서울특별시 성북구 동선동4가 107-1
132,100100549,100,삼선교.한성대학교,127.0092102,37.58988342,성북동,1129052500,동소문동1가,1129010400,서울특별시 성북구 동소문동4가 1-2
133,100100549,100,혜화동로터리,127.0016943,37.58622998,혜화동,1111065000,혜화동,1111016900,서울특별시 종로구 혜화동 85-9
134,100100549,100,명륜3가.성대입구,126.9982902,37.58270882,혜화동,1111065000,명륜4가,1111017200,서울특별시 종로구 명륜4가 195-18
135,100100549,100,창경궁.서울대학교병원,126.9965202,37.57917886,종로1.2.3.4가동,1111061500,와룡동,1111013000,서울특별시 종로구 연건동 28-27
136,100100549,100,원남동,126.9973383,37.57453251,종로1.2.3.4가동,1111061500,원남동,1111015900,서울특별시 종로구 원남동 278
137,100100549,100,광장시장,126.9978384,37.56950211,종로1.2.3.4가동,1111061500,예지동,1111015800,서울특별시 종로구 예지동 187-2
138,100100549,100,을지로4가,126.9962219,37.56660385,을지로동,1114060500,을지로4가,1114015000,서울특별시 중구 을지로4가 267-4
139,100100549,100,을지로3가,126.9903795,37.56631337,을지로동,1114060500,을지로3가,1114015500,서울특별시 중구 을지로3가 347-3
140,100100549,100,을지로2가.기업은행본점.서울노동청,126.9865271,37.56617502,명동,1114055000,을지로2가,1114010500,서울특별시 중구 을지로2가 65-37
141,100100549,100,롯데백화점,126.981974,37.563751,소공동,1114052000,남대문로2가,1114011500,서울특별시 중구 남대문로2가 130-2
142,100100549,100,북창동.남대문시장,126.9779335,37.56108129,소공동,1114052000,남대문로3가,1114011600,서울특별시 중구 남대문로3가 86-1
143,100100549,100,숭례문,126.9737883,37.55863332,회현동,1114054000,남대문로5가,1114011800,서울특별시 중구 남대문로5가 3-8
144,100100549,100,서울역버스환승센터,126.9725522,37.55547764,회현동,1114054000,남대문로5가,1114011800,서울특별시 중구 봉래동2가 166-1
145,100100549,100,갈월동,126.971691,37.549579,남영동,1117053000,동자동,1117010700,서울특별시 용산구 동자동 43-212
146,100100549,100,숙대입구역,126.972218,37.54375365,남영동,1117053000,갈월동,1117010400,서울특별시 용산구 갈월동 87-21
147,100100549,100,삼각지역,126.97408,37.5359959,한강로동,1117062500,한강로1가,1117012400,서울특별시 용산구 한강로1가 98
148,100100549,100,KT용산지사,126.9704504,37.53211955,한강로동,1117062500,한강로2가,1117012500,서울특별시 용산구 한강로2가 255-9
149,100100549,100,신용산역,126.9666335,37.52793675,한강로동,1117062500,한강로2가,1117012500,서울특별시 용산구 한강로2가 408-2
150,100100549,100,한강대교북단.LG유플러스,126.9631384,37.52433384,한강로동,1117062500,한강로3가,1117012800,서울특별시 용산구 한강로3가 40-652
151,100100549,100,이촌동동부센트레빌,126.9661333,37.52153239,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 301-133
152,100100549,100,이촌1동충신교회앞,126.9683478,37.5212753,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 302-61
153,100100549,100,이촌동한강맨션.이촌역,126.9729005,37.520152,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 300-153
154,100100549,100,신용산초등학교,126.9761464,37.51913063,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 301-196
155,100100549,100,이촌동점보아파트,126.9783905,37.51840717,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 300-8
156,100100549,100,금강병원.반도아파트,126.9811388,37.51781585,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 301-163
157,100100549,100,서빙고신동아아파트,126.9854598,37.51748785,서빙고동,1117069000,용산동6가,1117013500,서울특별시 용산구 서빙고동 271-105
158,100100549,100,서빙고역1번출구,126.989474,37.5200511,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 서빙고동 241-84
159,100100549,100,한강중학교,126.9920733,37.52537977,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 동빙고동 7-26
160,100100549,100,용산구청.크라운호텔,126.991106,37.53025072,이태원제1동,1117065000,이태원동,1117013000,서울특별시 용산구 용산동4가 19-6
161,100100549,100,용산구청.크라운호텔,126.9911952,37.52961444,이태원제1동,1117065000,이태원동,1117013000,서울특별시 용산구 동빙고동 10-3
162,100100549,100,한강중학교,126.9913904,37.52481798,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 서빙고동 11-8
163,100100549,100,금호베스트빌앞,126.9907043,37.52261661,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 서빙고동 4-2
164,100100549,100,서빙고초등학교,126.9906244,37.52084117,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 서빙고동 235-89
165,100100549,100,서빙고역교차로,126.9901087,37.52026042,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 서빙고동 235-120
166,100100549,100,서빙고역1번출구,126.9892301,37.52003771,서빙고동,1117069000,서빙고동,1117013300,서울특별시 용산구 서빙고동 235-88
167,100100549,100,서빙고신동아아파트,126.9851958,37.51789343,서빙고동,1117069000,용산동6가,1117013500,서울특별시 용산구 용산동6가 69-166
168,100100549,100,이촌동현대아파트,126.9807832,37.51793053,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 301-267
169,100100549,100,이촌동강촌아파트,126.9775801,37.51875828,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 300-58
170,100100549,100,신용산초등학교,126.9745673,37.51971589,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 301-10
171,100100549,100,이촌동한가람아파트.이촌역,126.9718436,37.52057097,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 410-2
172,100100549,100,이촌동두산위브트레지움.한강대우아파트,126.9677714,37.52141786,이촌제1동,1117063000,이촌동,1117012900,서울특별시 용산구 이촌동 415-4
175,100100549,100,KT용산지사,126.9701706,37.53153459,한강로동,1117062500,한강로2가,1117012500,서울특별시 용산구 한강로2가 249-2
176,100100549,100,삼각지역,126.973935,37.53531884,한강로동,1117062500,한강로1가,1117012400,서울특별시 용산구 한강로1가 133-1
177,100100549,100,숙대입구역,126.9725585,37.54329912,남영동,1117053000,남영동,1117010500,서울특별시 용산구 갈월동 90-20
178,100100549,100,갈월동,126.9721834,37.55098259,남영동,1117053000,동자동,1117010700,서울특별시 용산구 동자동 14-179
179,100100549,100,서울역버스환승센터,126.9727727,37.5554664,회현동,1114054000,남대문로5가,1114011800,서울특별시 중구 봉래동2가 125
180,100100549,100,남대문시장 앞,126.9762193,37.56037765,소공동,1114052000,남대문로4가,1114011700,서울특별시 중구 남대문로4가 16-1
181,100100549,100,롯데영프라자,126.9819218,37.56300813,명동,1114055000,명동2가,1114012700,서울특별시 중구 남대문로2가 17-2
182,100100549,100,을지로입구.로얄호텔,126.9853753,37.56598702,명동,1114055000,을지로2가,1114010500,서울특별시 중구 을지로2가 193-2
183,100100549,100,을지로2가.파인에비뉴,126.9888222,37.5661216,명동,1114055000,을지로2가,1114010500,서울특별시 중구 을지로2가 101-20
184,100100549,100,을지로3가,126.9913175,37.56623363,을지로동,1114060500,을지로3가,1114015500,서울특별시 중구 을지로3가 334-5
185,100100549,100,을지로4가.베스트웨스턴국도,126.9968403,37.56649714,을지로동,1114060500,을지로4가,1114015000,서울특별시 중구 을지로4가 267-2
186,100100549,100,을지로5가.중부시장,127.001107,37.56672392,을지로동,1114060500,을지로5가,1114015100,서울특별시 중구 을지로5가 270-38
187,100100549,100,을지로6가.국립중앙의료원,127.0064075,37.56617947,광희동,1114059000,을지로6가,1114014800,서울특별시 중구 을지로6가 23-7
188,100100549,100,광희동,127.0072942,37.5650334,광희동,1114059000,광희동1가,1114014500,서울특별시 중구 광희동2가 22-2
189,100100549,100,퇴계로6가,127.0032991,37.56343182,광희동,1114059000,쌍림동,1114014700,서울특별시 중구 쌍림동 292-2
190,100100549,100,을지로5가.훈련원종합체육관,127.0024218,37.56581687,을지로동,1114060500,을지로5가,1114015100,서울특별시 중구 을지로5가 275-3
191,100100549,100,방산시장.훈련원종합체육관,127.0022525,37.56795334,을지로동,1114060500,방산동,1114015300,서울특별시 중구 방산동 80-2
192,100100549,100,종로5가,127.0020675,37.57055607,종로5.6가동,1111063000,종로5가,1111016300,서울특별시 종로구 종로5가 182-18
193,100100549,100,종로5가.효제초등학교,127.002028,37.57288183,종로5.6가동,1111063000,효제동,1111016200,서울특별시 종로구 효제동 208-1
194,100100549,100,종로5가.효제동,127.0021112,37.57446367,종로5.6가동,1111063000,효제동,1111016200,서울특별시 종로구 효제동 30-4
195,100100549,100,통신대(이화장),127.0022982,37.57812399,이화동,1111064000,연건동,1111016600,서울특별시 종로구 연건동 134-1
196,100100549,100,혜화역.마로니에공원,127.0021325,37.58110688,이화동,1111064000,동숭동,1111016800,서울특별시 종로구 동숭동 1-182
197,100100549,100,혜화역.동성중고(장면총리가옥),127.0015281,37.58454158,혜화동,1111065000,혜화동,1111016900,서울특별시 종로구 혜화동 90-14
198,100100549,100,삼선교.한성대학교,127.008364,37.58932692,삼선동,1129055500,동소문동2가,1129010500,서울특별시 성북구 동소문동2가 221-21
199,100100549,100,돈암사거리.성신여대입구,127.0178187,37.59332094,동선동,1129057500,동선동1가,1129011600,서울특별시 성북구 동선동1가 114-3
200,100100549,100,미아리고개.미아리예술극장,127.0217898,37.59792335,돈암제1동,1129058000,돈암동,1129010300,서울특별시 성북구 돈암동 19-309
201,100100549,100,길음뉴타운,127.0236778,37.60319108,길음제1동,1129066000,길음동,1129013400,서울특별시 성북구 길음동 534-66
202,100100549,100,월곡뉴타운,127.0273788,37.60599704,길음제2동,1129068500,하월곡동,1129013600,서울특별시 성북구 하월곡동 88-446
203,100100549,100,숭곡초교입구,127.0321967,37.60998651,월곡제1동,1129071500,하월곡동,1129013600,서울특별시 성북구 하월곡동 152-15
204,100100549,100,창문여고,127.0357414,37.61187195,월곡제1동,1129071500,하월곡동,1129013600,서울특별시 성북구 하월곡동 79-99
205,100100549,100,동방고개,127.0382068,37.61370426,장위제1동,1129076000,장위동,1129013800,서울특별시 성북구 장위동 231-606
206,100100549,100,장위동그린빌아파트,127.0430151,37.61793735,장위제1동,1129076000,장위동,1129013800,서울특별시 강북구 번동 83
207,100100549,100,북서울꿈의숲,127.0452816,37.62033866,번3동,1130560800,번동,1130510200,서울특별시 성북구 장위동 311-5
208,100100549,100,장월초등학교,127.0486088,37.6235756,번3동,1130560800,번동,1130510200,서울특별시 강북구 번동 612-9
209,100100549,100,롯데캐슬루나아파트,127.0513302,37.62525669,월계1동,1135056000,월계동,1135010200,서울특별시 노원구 월계동 933
210,100100549,100,인덕대앞,127.0574366,37.62911674,월계1동,1135056000,월계동,1135010200,서울특별시 노원구 월계동 295-34
211,100100549,100,월계헬스케어센터,127.0615722,37.63170103,월계3동,1135058000,월계동,1135010200,서울특별시 노원구 월계동 321-5
212,100100549,100,하계시영아파트,127.0654499,37.63410144,하계2동,1135061200,하계동,1135010400,서울특별시 노원구 하계동 271-7
213,100100549,100,하계장미아파트,127.0668981,37.63499267,하계2동**,1135061200,하계동,1135010400,서울특별시 노원구 하계동 270-3
214,100100549,100,하계미성아파트.을지병원,127.0691715,37.63638884,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 284-2
215,100100549,100,한성여객종점,127.0707323,37.63734999,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 282-1
216,100100549,100,대진고등학교,127.0733138,37.63796593,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 252-7
217,100100549,100,세이브존스포츠센터,127.0743129,37.63936941,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 256-11
218,100100549,100,노원경찰서.혜성여고,127.0723824,37.64205282,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 250-1
219,100100549,100,하계현대아파트,127.0710261,37.64492209,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 중계동 511-5
220,100100549,100,롯데마트,127.0701324,37.64736727,중계1동,1135062100,중계동,1135010600,서울특별시 노원구 중계동 517
221,100100549,100,상명초등학교,127.067988,37.647847,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 515-1
222,100100549,100,중계건영2차아파트,127.065418,37.64604662,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 515-2
223,100100549,100,중계역,127.0645692,37.64389712,중계2.3동,1135062500,중계동,1135010600,서울특별시 노원구 중계동 502-2
224,100100549,100,하계한신청구아파트,127.0691087,37.63925299,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 207-1
225,100100549,100,한성여객종점,127.0705878,37.63741689,하계1동,1135061100,하계동,1135010400,서울특별시 노원구 하계동 282-1
226,100100006,101,우이동도선사입구.북한산우이역,127.0128766,37.66256347,우이동,1130564500,우이동,1130510400,서울특별시 강북구 우이동 4-41
227,100100006,101,우이동성원아파트,127.0134647,37.66078475,우이동,1130564500,우이동,1130510400,서울특별시 강북구 우이동 6-2
228,100100006,101,쌍문동청한빌라,127.0150272,37.65751397,쌍문제1동,1132066000,쌍문동,1132010500,서울특별시 도봉구 쌍문동 518-5
229,100100006,101,쌍문동우이빌라,127.018942,37.65727588,쌍문제1동,1132066000,쌍문동,1132010500,서울특별시 도봉구 방학동 87-19
230,100100006,101,초당초등학교,127.0231369,37.65735638,방학제3동,1132071000,방학동,1132010600,서울특별시 도봉구 방학동 507-6
231,100100006,101,방학동우성아파트,127.0242709,37.65740083,방학제3동,1132071000,방학동,1132010600,서울특별시 도봉구 방학동 507-11
